Tên Công Ty,Địa Chỉ,Thành Phố,Số Điện Thoại,Ngành,Google Maps Link,Rating Google Maps,Số Lượt Đánh Giá,Ghi Chú
"CNT SOLUTION VINA CO., LTD","Lot 15 -17, Noi Hoang Industrial Complex, Noi Hoang, Yen Dung, Bac Giang",BAC GIANG,+842223903160,제조업,"https://www.google.com/maps/search/CNT+SOLUTION+VINA+CO.,+LTD+BAC+GIANG+Vietnam",4.1,,
CO CUNG,"2F, Landmark A Keangnam, Nam Tu Liem, Hanoi",HA NOI,+842437624331,"숙박, 요식, 급식",https://www.google.com/maps/search/CO+CUNG+HA+NOI+Vietnam,4.5,,
"CO TECH VINA CO.,LTD","Luong Son Industiral Zone, Km36 National Road6, Hoa Son Commune, Luong Son District,Hoa Binh Province, Vietnam.",HOA BINH,+842183826698,"전자, 전기 제조업","https://www.google.com/maps/search/CO+TECH+VINA+CO.,LTD+HOA+BINH+Vietnam",4.0,,
"COACH TRAVEL Co.,Ltd","Ngo 70 B34, Nguyen Thi Dinh, Trung Hoa Nhan Chinh, Hanoi",HA NOI,+842462921466,"물류, 운수, 여행업","https://www.google.com/maps/search/COACH+TRAVEL+Co.,Ltd+HA+NOI+Vietnam",3.9,,
"COANMY CO.,LTD","8th Floor, Lotus Building, 2 Duy Tan, Cau Giay, Hanoi",HA NOI,+842432262800,"유통, 도소매, 무역","https://www.google.com/maps/search/COANMY+CO.,LTD+HA+NOI+Vietnam",4.6,,
"Coasia Semi Vietnam Co., Ltd","Floor 14, Block A, Song Da Building, Pham Hung street, My Dinh 1 Commune, Nam Tu Liem District, Hanoi",HA NOI,+84242053008,"전자, 전기 제조업","https://www.google.com/maps/search/Coasia+Semi+Vietnam+Co.,+Ltd+HA+NOI+Vietnam",4.2,,
"COCONUT AND PEOPLE CO.,LTD","Floor 2, Lot 01-02-03, Pham Van Dong, An Hai Bac, Son Tra, Da Nang",DA NANG,,"숙박, 요식, 급식","https://www.google.com/maps/search/COCONUT+AND+PEOPLE+CO.,LTD+DA+NANG+Vietnam",4.1,,
COGNEX VIET NAM,"CEO Tower, Level 7, HH2-1 Me Tri Ha, Pham Hung Str, Nam Tu Liem Dist, Hanoi",HA NOI,+842444581747,"대표사무소, 지사",https://www.google.com/maps/search/COGNEX+VIET+NAM+HA+NOI+Vietnam,4.1,,
COGO TRADING SERVICES JSC,"Tang 3-4 toa nha VIET TOWER, So 01 Thai Ha, Trung Liet, Dong Da, Hanoi",HA NOI,+8419001160,부동산개발.임대,https://www.google.com/maps/search/COGO+TRADING+SERVICES+JSC+HA+NOI+Vietnam,4.5,,
"CO-LOVE Co.,Ltd","3616, G2 Vinhomes Greenbay, Me Tri, Nam Tu Liem, Hanoi",HA NOI,+84327256253,제조업,"https://www.google.com/maps/search/CO-LOVE+Co.,Ltd+HA+NOI+Vietnam",3.9,,
COMET VINA,"Lot K5, Trang Due I.Z, Dinh Vu Economy Zone, Hong Phong, An Duong, Hai Phong",HAI PHONG,+842256522225,"전자, 전기 제조업",https://www.google.com/maps/search/COMET+VINA+HAI+PHONG+Vietnam,4.0,,
"COMMO VINA Co.,Ltd","So 18, Me Tri, Nam Tu Liem, Hanoi",HA NOI,+842437851555,"유통, 도소매, 무역","https://www.google.com/maps/search/COMMO+VINA+Co.,Ltd+HA+NOI+Vietnam",4.3,,
COMPKOREA VINA,"Khu lien ke KCN Que Vo, thon Do Nha, Phuong Lieu, Que Vo, Bac Ninh",BAC NINH,+842223825229,제조업,https://www.google.com/maps/search/COMPKOREA+VINA+BAC+NINH+Vietnam,4.4,,
COMS VINA,"Que Vo Industrial Zone, Nam Son, Bac Ninh",BAC NINH,+842223621816,제조업,https://www.google.com/maps/search/COMS+VINA+BAC+NINH+Vietnam,3.9,,
COMS VINA,"Que Vo Industrial Zone, Nam Son Commune, Bac Ninh",BAC NINH,+842223621816,제조업,https://www.google.com/maps/search/COMS+VINA+BAC+NINH+Vietnam,3.9,,
C-ONE,"Dong Van I.Z, Duy Tien, Ha Nam",HA NAM,+842263582079,제조업,https://www.google.com/maps/search/C-ONE+HA+NAM+Vietnam,4.6,,
Công ty TNHH DASAN Việt Nam,"8th and 9th floor, RICHY Building, Group 44, Yen Hoa, Cau Giay District, Hanoi City, Viet Nam",HA NOI,+842437689330,"통신, IT, SW",https://www.google.com/maps/search/Công+ty+TNHH+DASAN+Việt+Nam+HA+NOI+Vietnam,,,
CONG TY TNHH ELENTEC VIET NAM,"Lot 44F-44J Quang Minh Industrial Zone, Chi Dong Town, Me Linh District, Ha Noi, Viet nam",HA NOI,+842435251300,"전자, 전기 제조업",https://www.google.com/maps/search/CONG+TY+TNHH+ELENTEC+VIET+NAM+HA+NOI+Vietnam,4.1,,
Công ty TNHH Kyocera AVX Components (Bắc Ninh),"Lot K-05, Que Vo IZ (extended area), Nam Son Ward, Bac Ninh City, Bac Ninh Province",BAC NINH,+842223621363,"전자, 전기 제조업",https://www.google.com/maps/search/Công+ty+TNHH+Kyocera+AVX+Components+(Bắc+Ninh)+BAC+NINH+Vietnam,,,
CONG TY TNHH UBIS VIET NAM,"R.502, D’Office, Group 28, Dich Vong Ward, Cau Giay District, Ha Noi City, Viet Nam",HA NOI,+84369998536,건설 및 건설자재,https://www.google.com/maps/search/CONG+TY+TNHH+UBIS+VIET+NAM+HA+NOI+Vietnam,3.8,,
"CONKAISER VINA CO.,LTD","Factory No.3, Do Kha company, Song Khe I.P, Bac Giang",BAC GIANG,+842439901061,"전자, 전기 제조업","https://www.google.com/maps/search/CONKAISER+VINA+CO.,LTD+BAC+GIANG+Vietnam",3.8,,
COOLTECAN,"#407, 4F, V-Tower bldg, 39 Ly Thai To, Vo Cuong, Bac Ninh",BAC NINH,,건설 및 건설자재,https://www.google.com/maps/search/COOLTECAN+BAC+NINH+Vietnam,4.3,,
CORE - I VINA,"Floor 2, Detech Building, No. 8 Ton That Thuyet, My Dinh 2, Nam Tu Liem, Hanoi",HA NOI,+84326181724,건설 및 건설자재,https://www.google.com/maps/search/CORE+-+I+VINA+HA+NOI+Vietnam,4.3,,
CORE M-TECH VINA,"Que Vo extend area IZ (Renthouse: My A Joint Stock company), Phuong Lieu commune, Que Vo District, Bac Ninh province",BAC NINH,,제조업,https://www.google.com/maps/search/CORE+M-TECH+VINA+BAC+NINH+Vietnam,4.0,,
COREMSYS E&C VINA,"3rd floor, New Center building ,No.27, Group 41, Trung Hoa, Cau Giay, Hanoi",HA NOI,+842435560600,건설 및 건설자재,https://www.google.com/maps/search/COREMSYS+E&C+VINA+HA+NOI+Vietnam,4.5,,
CORESEARCH VIETNAM,"A20, Ngo 91, Tran Duy Hung, Trung Hoa Nhan Chinh, Cau Giay, Hanoi",HA NOI,+843551267710,법무.회계.투자자문,https://www.google.com/maps/search/CORESEARCH+VIETNAM+HA+NOI+Vietnam,4.5,,
CORTECH VINA,"2nd Floor, Trung Yen 1 Tower, Trung Hoa Ward, Cau Giay Dist, Hanoi",HA NOI,+842432272230,건설 및 건설자재,https://www.google.com/maps/search/CORTECH+VINA+HA+NOI+Vietnam,4.5,,
"COSME-V CO.,LTD","286 Ton Duc Thang, Hoa Minh, Lien Chieu, Da Nang",DA NANG,+84766699914,"유통, 도소매, 무역","https://www.google.com/maps/search/COSME-V+CO.,LTD+DA+NANG+Vietnam",4.3,,
COSMO D&C,"Cẩm Khê District, Phu Tho Province",PHU THO,+842438580435,건설 및 건설자재,https://www.google.com/maps/search/COSMO+D&C+PHU+THO+Vietnam,4.0,,
COSMO DEVELOPMENT COMPANY LIMITED,"KCN Cam Khe, Yen Tap, Cam Khe, Phu Tho",PHU THO,+842438580435,제조업,https://www.google.com/maps/search/COSMO+DEVELOPMENT+COMPANY+LIMITED+PHU+THO+Vietnam,,,
COVATEC VIETNAM,"Tien Son IZ, Tan Hong, Tu Son, Bac Ninh BRANCH: So 20 duong 5 moi, Nam Son, An Duong, Hai Phong",BAC NINH,+842223734397,"전자, 전기 제조업",https://www.google.com/maps/search/COVATEC+VIETNAM+BAC+NINH+Vietnam,,,
Coway Vietnam,"5th Fl., 142 Doi Can Bldg., Ba Dinh Dist., Ha Noi",HA NOI,+842462552288,"유통, 도소매, 무역",https://www.google.com/maps/search/Coway+Vietnam+HA+NOI+Vietnam,4.3,,
COWAY VINA,"Floor 9, Peakview Tower, 36 Hoang Cau, Cho Dua, Dong Da, Hanoi",HA NOI,+842437590888,"유통, 도소매, 무역",https://www.google.com/maps/search/COWAY+VINA+HA+NOI+Vietnam,4.5,,
"COWIN VINA CO.,LTD","M3, CT1, My Dinh Song Da, Nam Tu Liem, Hanoi",HA NOI,+84766082828,"유통, 도소매, 무역","https://www.google.com/maps/search/COWIN+VINA+CO.,LTD+HA+NOI+Vietnam",4.6,,
CPRO VIETNAM COMPANY LIMITED,"KCN Dong Tho, Dong Tho, Yen Phong, Bac Ninh",BAC NINH,+842223883906,제조업,https://www.google.com/maps/search/CPRO+VIETNAM+COMPANY+LIMITED+BAC+NINH+Vietnam,3.9,,
CR INTERNATIONAL ANH QUANG,"Phung Chi Kien, My Hao, Hung Yen",HUNG YEN,+842213947208,제조업,https://www.google.com/maps/search/CR+INTERNATIONAL+ANH+QUANG+HUNG+YEN+Vietnam,4.3,,
CRESYN HA NOI COMPANY LIMITED,"KCN Dong Tho, Dong Tho, Yen Phong, Bac Ninh",BAC NINH,+842223883333,"전자, 전기 제조업",https://www.google.com/maps/search/CRESYN+HA+NOI+COMPANY+LIMITED+BAC+NINH+Vietnam,4.4,,
"CROWE VIETNAM Co.,Ltd","R.1205, 12th Floor, IPH Office Tower, 241 Xuan Thuy, Cau Giay, Hanoi",HA NOI,+842473006386,법무.회계.투자자문,"https://www.google.com/maps/search/CROWE+VIETNAM+Co.,Ltd+HA+NOI+Vietnam",4.6,,
CROWNE PLAZA WEST HA NOI,"36 Le Duc Tho, My Dinh, Nam Tu Liem, Hanoi",HA NOI,+842462706688,"숙박, 요식, 급식",https://www.google.com/maps/search/CROWNE+PLAZA+WEST+HA+NOI+HA+NOI+Vietnam,4.6,,
CRUCIAL TEC VINA,"KCN Yen Phong, Long Chau, yen Phong, Bac Ninh",BAC NINH,+842223699989,"전자, 전기 제조업",https://www.google.com/maps/search/CRUCIAL+TEC+VINA+BAC+NINH+Vietnam,4.5,,
CRYSTAL DESIGN,"210 Nguyen Van Giap(K2), Cau Dien, Nam Tu Liem, Hanoi BRANCH: 231A Dương Đình Hội, Khu phố 3, Phường Tăng Nhơn Phú B, Thành phố Thủ Đức, TP. Hồ Chí Minh",HA NOI,+842837281920,기타,https://www.google.com/maps/search/CRYSTAL+DESIGN+HA+NOI+Vietnam,3.9,,
"CTAC EJ (VIETNAM) ADVISORY CO., LTD","7th floor, Saigon Paragon Building, 03 Nguyen Luong Bang, Tan Phu Ward, District 7, HO CHI MINH. City",HO CHI MINH,+84971000938,법무.회계.투자자문,"https://www.google.com/maps/search/CTAC+EJ+(VIETNAM)+ADVISORY+CO.,+LTD+HO+CHI+MINH+Vietnam",4.7,,
C-TECH,"Lot 4, Tien Son Industrial Park (Expansion area ) , Tan Hong Ward , Tu Son Commune, Bac Ninh Province",BAC NINH,+842223734838,제조업,https://www.google.com/maps/search/C-TECH+BAC+NINH+Vietnam,3.9,,
"CTR VINA CO.,LTD","Tam Thang I.P, Tam Thang, Tam Ky City, Quang Nam",QUANG NAM,+842353822000,제조업,"https://www.google.com/maps/search/CTR+VINA+CO.,LTD+QUANG+NAM+Vietnam",4.2,,
"CUBE E&C VINA Co.,Ltd","301, Song Hong Hotel, X6, Gio Nha, Tan Tien, An Duong, Hai Phong",HAI PHONG,+842253821515,건설 및 건설자재,"https://www.google.com/maps/search/CUBE+E&C+VINA+Co.,Ltd+HAI+PHONG+Vietnam",4.8,,
Cube Tag Vina,"Lo CN-09, KCN Hoa Phu, Hiep Hoa, Bac Giang",BAC GIANG,+842043565551,제조업,https://www.google.com/maps/search/Cube+Tag+Vina+BAC+GIANG+Vietnam,4.6,,
CU-TECH VIETNAM,"D3 Road, Section G, Hoa Mac Induistrial Parks, Duy Tien district, Ha Nam, Vietnam",HA NAM,+842263550100,"전자, 전기 제조업",https://www.google.com/maps/search/CU-TECH+VIETNAM+HA+NAM+Vietnam,,,
"CUUBAN., JSC","So 21A, Ngo 110 Trung Kinh, Yen Hoa, Cau Giay, Hanoi",HA NOI,+842473078080,"유통, 도소매, 무역","https://www.google.com/maps/search/CUUBAN.,+JSC+HA+NOI+Vietnam",4.4,,
CYBER TECH,"2nd Floor, The Sun Tower, Lot HH1 Me Tri Ha, Nam Tu Liem, Hanoi",HA NOI,+842437648882,"유통, 도소매, 무역",https://www.google.com/maps/search/CYBER+TECH+HA+NOI+Vietnam,3.8,,
D ANN-T (Able-Bamboo),"1st Floor, Cat Tuong Apartment, Le Thai To Street, Vo Cuong Award, Bac Ninh City, Bac Ninh Province.",BAC NINH,+82319769487,"통신, IT, SW",https://www.google.com/maps/search/D+ANN-T+(Able-Bamboo)+BAC+NINH+Vietnam,4.1,,
D&D VINA,"BT5, 180 Thanh Binh, Mo Lao, Ha Dong, Hanoi",HA NOI,+84973873903,건설 및 건설자재,https://www.google.com/maps/search/D&D+VINA+HA+NOI+Vietnam,,,
D&W PARTNERS,"6th Fl., Keangnam Landmark Tower, Nam Tu Liem, HaNoi",HA NOI,+84985657260,"유통, 도소매, 무역",https://www.google.com/maps/search/D&W+PARTNERS+HA+NOI+Vietnam,4.5,,
D.F ZIN,"Lo D2 Khu Hoa Xa I.Z, Nam Dinh",NAM DINH,,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/D.F+ZIN+NAM+DINH+Vietnam,3.9,,
D.R VINA COMPANY LIMITED,"Lot NM05-3, KCN Tam Thang 2, Tam Thang, Tam Ky, Quang Nam",QUANG NAM,+84935653270,제조업,https://www.google.com/maps/search/D.R+VINA+COMPANY+LIMITED+QUANG+NAM+Vietnam,4.4,,
"DA GROUP URBAN & ARCHITECTURE CO.,LTD","7F, CMC tower, 11 Duy Tan, Dich Vong Hau, Cau Giay, Hanoi",HA NOI,+842439363456,건설 및 건설자재,"https://www.google.com/maps/search/DA+GROUP+URBAN+&+ARCHITECTURE+CO.,LTD+HA+NOI+Vietnam",4.5,,
DA NANG POCHA,"Lot G35 Pham Van Dong, An Hai Bac, Son Tra, Da Nang",DA NANG,+84935572606,"숙박, 요식, 급식",https://www.google.com/maps/search/DA+NANG+POCHA+DA+NANG+Vietnam,,,
"DA YOUNG VINA CO.,LTD","Lo CN-16 KCN Van Trung, Van Trung, Viet Yen, Bac Giang",BAC GIANG,+84839167210,"전자, 전기 제조업","https://www.google.com/maps/search/DA+YOUNG+VINA+CO.,LTD+BAC+GIANG+Vietnam",4.1,,
DACVN,"VI HA VILLAGE, TRUNG LUONG COMMUNE, BINH LUC DISCTRICT, HA NAM",DA NANG,+84223866999,제조업,https://www.google.com/maps/search/DACVN+DA+NANG+Vietnam,4.1,,
DADA E&C,"#305, Block A, Nghia Do, Hanoi",HA NOI,+842262975409,건설 및 건설자재,https://www.google.com/maps/search/DADA+E&C+HA+NOI+Vietnam,4.2,,
DAE HWA VINA,"Yen Khe, Song Khe, Bac Giang",BAC GIANG,+842043528658,"전자, 전기 제조업",https://www.google.com/maps/search/DAE+HWA+VINA+BAC+GIANG+Vietnam,4.2,,
DAE HYUN CHEM VINA COMPANY LIMITED,"KCN Hap Linh, Khac Niem, Bac Ninh",BAC NINH,+842226538555,"유통, 도소매, 무역",https://www.google.com/maps/search/DAE+HYUN+CHEM+VINA+COMPANY+LIMITED+BAC+NINH+Vietnam,4.2,,
Dae Lyuk Parker Russell Accounting Company,"24th Floor, Song Da A building, Pham Hung, My Dinh 1, Nam Tu Liem, Hanoi",HA NOI,+842471078282,법무.회계.투자자문,https://www.google.com/maps/search/Dae+Lyuk+Parker+Russell+Accounting+Company+HA+NOI+Vietnam,4.2,,
DAE MYOUNG GEC VIETNAM,"Room 1305, 13th Floor, TTC Tower, No.19 Duy Tan, Dich Vong Hau, Cau Giay, Hanoi",HA NOI,+842466847573,건설 및 건설자재,https://www.google.com/maps/search/DAE+MYOUNG+GEC+VIETNAM+HA+NOI+Vietnam,4.4,,
"DAE MYUNG VIETNAM CO.,LTD","Yen Phong I.Z, Long Chau, Yen Phong, Bac Ninh",BAC NINH,+842223699660,"전자, 전기 제조업","https://www.google.com/maps/search/DAE+MYUNG+VIETNAM+CO.,LTD+BAC+NINH+Vietnam",4.4,,
"DAE RYANG VINA INDUSTRY Co.,Ltd","Road #5, Hoa Khanh IZ expansion, Hoa Khanh Bac Wd.,  LIEN CHIEU DISTRICT, DANANG CITY, VIETNAM.",DA NANG,+842363733100,제조업,"https://www.google.com/maps/search/DAE+RYANG+VINA+INDUSTRY+Co.,Ltd+DA+NANG+Vietnam",4.3,,
"DAE RYONG VINA CO., LTD","Lo CN09, KCN Thuy Van, Viet Tri, Phu Tho",PHU THO,+842103911199,"전자, 전기 제조업","https://www.google.com/maps/search/DAE+RYONG+VINA+CO.,+LTD+PHU+THO+Vietnam",4.2,,
DAE SANG TECH VINA,"Lot G14, Road G1C, Que Vo I.Z, (Area Expansion), Phuong Lieu, Que Vo, Bac Ninh",BAC NINH,+842226251898,제조업,https://www.google.com/maps/search/DAE+SANG+TECH+VINA+BAC+NINH+Vietnam,4.7,,
"DAE SHIN TRANSPORTATION CO.,LTD","110, Me Tri Ha, Me Tri, Tu Liem, Hanoi",HA NOI,+842439410121,"물류, 운수, 여행업","https://www.google.com/maps/search/DAE+SHIN+TRANSPORTATION+CO.,LTD+HA+NOI+Vietnam",4.5,,
DAE SUN VINA CONS,"Lo CN08-2,KCN Yen Phong(khu mo rong),Yen Trung,Yen Phong,Bac ninh,Viet nam",BAC NINH,+842223903214,"환경, 설비, 기계",https://www.google.com/maps/search/DAE+SUN+VINA+CONS+BAC+NINH+Vietnam,4.4,,
"DAE YANG NGHIA HUNG GARMENT CO.,LTD","Nghia Lac, Nghia Hung, Nam Dinh",NAM DINH,,"섬유, 의류, 봉제 제조","https://www.google.com/maps/search/DAE+YANG+NGHIA+HUNG+GARMENT+CO.,LTD+NAM+DINH+Vietnam",4.5,,
"DAE YANG VINA Co.,Ltd","Lot 4, Thuy Van I.Z, Viet Tri, Phu Tho",PHU THO,+842103991818,제조업,"https://www.google.com/maps/search/DAE+YANG+VINA+Co.,Ltd+PHU+THO+Vietnam",4.7,,
Dae Yeon K.C,"Đồng Hải, An Hưng, An Dương, Hải Phòng",HUNG YEN,,제조업,https://www.google.com/maps/search/Dae+Yeon+K.C+HUNG+YEN+Vietnam,4.0,,
"DAE YOUNG CHEMICAL VINA CO.,LTD","Vinh Cat Building, No.39, Ly Thai To, Vo Cuong, Bac Ninh",BAC NINH,,"유통, 도소매, 무역","https://www.google.com/maps/search/DAE+YOUNG+CHEMICAL+VINA+CO.,LTD+BAC+NINH+Vietnam",4.5,,
DAEDONG VIETNAM TOTAL TRADING,"So 9, ngo 267, Hoang Hoa Tham, Lieu Giai, Ba Dinh, Hanoi BRANCH: Phuong Lieu, Que Vo, Bac Ninh",HA NOI,+84934640930,"유통, 도소매, 무역",https://www.google.com/maps/search/DAEDONG+VIETNAM+TOTAL+TRADING+HA+NOI+Vietnam,,,
DAEDONG VINA,"Road N3, Chau Son I.Z, Phu Ly, Ha Nam",HA NAM,+842263889700,제조업,https://www.google.com/maps/search/DAEDONG+VINA+HA+NAM+Vietnam,4.6,,
"DAEDUCK VIETNAM Co.,Ltd","Ba Thien I.Z, Ba Hien, Binh Xuyen, VINH PHUC",VINH PHUC,+842112481996,"전자, 전기 제조업","https://www.google.com/maps/search/DAEDUCK+VIETNAM+Co.,Ltd+VINH+PHUC+Vietnam",,,
DAEHAN ELECTRICS,"Thôn Mộc Ty, Xã Trưng Trắc, Huyện Văn Lâm, Hưng Yên",HUNG YEN,+842213997556,제조업,https://www.google.com/maps/search/DAEHAN+ELECTRICS+HUNG+YEN+Vietnam,4.0,,
DAEHAN VINA ENGINEERING LIMITED COMPANY,"No. 38/193 Van Cao, Dang Lam, Hai An, Hai Phong",HAI PHONG,+84935505650,"환경, 설비, 기계",https://www.google.com/maps/search/DAEHAN+VINA+ENGINEERING+LIMITED+COMPANY+HAI+PHONG+Vietnam,4.0,,
"DAEHEUNG CO.,LTD","Hap Linh I.Z, Bac Ninh",BAC NINH,+842223737812,제조업,"https://www.google.com/maps/search/DAEHEUNG+CO.,LTD+BAC+NINH+Vietnam",4.2,,
DAEHEUNG VIETNAM COMPANY LIMITED,"Chi Ho, Tan chi, Tien Du, Bac Ninh",BAC NINH,+843495585130,제조업,https://www.google.com/maps/search/DAEHEUNG+VIETNAM+COMPANY+LIMITED+BAC+NINH+Vietnam,4.4,,
DAEHO SPECIAL STEEL VINA,"Dai An I.Z, Tu Minh, Hai Duong",HAI DUONG,+842203570445,건설 및 건설자재,https://www.google.com/maps/search/DAEHO+SPECIAL+STEEL+VINA+HAI+DUONG+Vietnam,4.3,,
DAEHYUNSTJB VINA,"KCN Quế võ mở rộng, Xã Phương Liễu, Huyện Quế Võ, Tỉnh Bắc Ninh",BAC NINH,+842223903078,제조업,https://www.google.com/maps/search/DAEHYUNSTJB+VINA+BAC+NINH+Vietnam,4.2,,
DAEHYUP ST,"Lot C6-1-1, Que Vo l.P, Nam Son, Bac Ninh",BAC NINH,+842223621806,제조업,https://www.google.com/maps/search/DAEHYUP+ST+BAC+NINH+Vietnam,4.2,,
"DAEIL TECH VINA CO.,LTD","Lot F4-1, Que Vo I.P, Nam Son, Bac Ninh",BAC NINH,+842223621017,"전자, 전기 제조업","https://www.google.com/maps/search/DAEIL+TECH+VINA+CO.,LTD+BAC+NINH+Vietnam",4.9,,
DAEJIN SANUP VIETNAM,"Lot A2 CN1, Small and Medium I.C, Tu Liem, Hanoi",HA NOI,+842422175656,제조업,https://www.google.com/maps/search/DAEJIN+SANUP+VIETNAM+HA+NOI+Vietnam,3.8,,
DAEJIN TECH,"A1505, 15F, Tower B, Song Da Building, Pham Hung, My Dinh, Hanoi",HA NOI,+842471091868,"전자, 전기 제조업",https://www.google.com/maps/search/DAEJIN+TECH+HA+NOI+Vietnam,4.5,,
DAEJINSUN VINA,"Lo CN10, CCN Gia Phu, Xa Gia Phu, Huyen Gia Vien, Ninh Binh",NINH BINH,+842293833123,제조업,https://www.google.com/maps/search/DAEJINSUN+VINA+NINH+BINH+Vietnam,4.3,,
Daekhon Vina,"CÔNG TY TNHH DAEKHON VINA Thôn Yên Lãng, Xã Yên Trung, Huyện Yên Phong, Tỉnh Bắc Ninh, Việt Nam",BAC NINH,+842223906009,"유통, 도소매, 무역",https://www.google.com/maps/search/Daekhon+Vina+BAC+NINH+Vietnam,,,
"DAELIM ENC CO.,LTD","No 112-TT3, My Dinh, Me Tri, Nam Tu Liem, Hanoi",HA NOI,+842437932506,건설 및 건설자재,"https://www.google.com/maps/search/DAELIM+ENC+CO.,LTD+HA+NOI+Vietnam",4.7,,
"DAELIM INDUSTRIAL CO.,LTD","Unit 1911, 19th floor, Keangnam Landmark 72 Tower, Pham Hung, Cau Giay, Me Tri, Tu Liem, Hanoi",HA NOI,+842438378330,건설 및 건설자재,"https://www.google.com/maps/search/DAELIM+INDUSTRIAL+CO.,LTD+HA+NOI+Vietnam",3.9,,
"DAEMYUNG CONSTRUCTION CO.,LTD","15th floor, Block B Song Da Building, Pham Hung Street, My Dinh 1 Ward, Nam Tu Liem District, Ha Noi city",HA NOI,+842462814240,건설 및 건설자재,"https://www.google.com/maps/search/DAEMYUNG+CONSTRUCTION+CO.,LTD+HA+NOI+Vietnam",3.8,,
DAERIM TECH VINA,"Khu B, KCN Song Cong I.P, Bach Quang, Song Cong, Thai Nguyen",THAI NGUYEN,+842083762589,제조업,https://www.google.com/maps/search/DAERIM+TECH+VINA+THAI+NGUYEN+Vietnam,4.6,,
DAESANG DUC VIET JSC,"Tầng 12, tòa nhà IC, số 82 phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, Tp. Hà Nội BRANCH: Lieu ha, Tan Lap, Yen My, Hung Yen",HA NOI,+842437764322,제조업,https://www.google.com/maps/search/DAESANG+DUC+VIET+JSC+HA+NOI+Vietnam,4.6,,
DAESIN,"KCN Điềm thuỵ, xã Điềm Thuỵ, Phú bình, Thái Nguyên",THAI NGUYEN,+84327474648,"전자, 전기 제조업",https://www.google.com/maps/search/DAESIN+THAI+NGUYEN+Vietnam,4.5,,
DAESIN GLOBAL,"Kiot 12-13, 17T2 Trung Van, Nam Tu Liem, Hanoi",HA NOI,+842437878796,"물류, 운수, 여행업",https://www.google.com/maps/search/DAESIN+GLOBAL+HA+NOI+Vietnam,4.0,,
DAESIN IMPORT EXPORT EXCHANGE SERVICE COMPANY LIMITED,"Kiot 12+13, CT17-T2, Trung Van Vinaconex 3, ha Noi",HA NOI,+842437878796,"물류, 운수, 여행업",https://www.google.com/maps/search/DAESIN+IMPORT+EXPORT+EXCHANGE+SERVICE+COMPANY+LIMITED+HA+NOI+Vietnam,4.3,,
"DAESUN VINA CO.,LTD","Lot CN5,1B, Dinh VU I.Z, Dong Hai 2, Hai An, Hai Phong",HAI PHONG,+842462860808,제조업,"https://www.google.com/maps/search/DAESUN+VINA+CO.,LTD+HAI+PHONG+Vietnam",4.6,,
DAESUNG DNC VINA,"Floor 25, Block B Song Da Building, Pham Hung, My Dinh 1, Nam Tu Liem, Hanoi",HA NOI,+84964696840,법무.회계.투자자문,https://www.google.com/maps/search/DAESUNG+DNC+VINA+HA+NOI+Vietnam,4.4,,
DAESUNG HI-TECH VINA CO.LTD,"Duong TS9, KCN Tien Son, Thong Giang, Tu Son, Bac Ninh",BAC NINH,+842223734412,제조업,https://www.google.com/maps/search/DAESUNG+HI-TECH+VINA+CO.LTD+BAC+NINH+Vietnam,4.8,,
"DAEWON ADVISORY Co.,Ltd","1907-4, 19Fl, Keangnam Landmark72, Pham Hung, Nam Tu Liem, Hanoi",HA NOI,+842462823088,법무.회계.투자자문,"https://www.google.com/maps/search/DAEWON+ADVISORY+Co.,Ltd+HA+NOI+Vietnam",4.6,,
"DAEWON E&C CO.,LTD","28th Floor, Handico Tower, Pham hung, Me tri , Nam Tu Liem , Hanoi",HA NOI,+842437404006,건설 및 건설자재,"https://www.google.com/maps/search/DAEWON+E&C+CO.,LTD+HA+NOI+Vietnam",4.4,,
DAEWOO E&C REPRESENTATIVE OFFICE,"Lô H3-CCV1, Khu trung tâm Khu đô thị Tây Hồ Tây, phường Xuân Tảo, quận Bắc Từ Liêm, Hà Nội",HA NOI,+842438315200,"대표사무소, 지사",https://www.google.com/maps/search/DAEWOO+E&C+REPRESENTATIVE+OFFICE+HA+NOI+Vietnam,,,
DAEWOO ENGINEERING&CONSTRUCTION VIETNAM (DECV),"The Central Area of Tay Ho Tay New, Xuan Tao, Bac Tu Liem, Hanoi",HA NOI,+842432444671,건설 및 건설자재,https://www.google.com/maps/search/DAEWOO+ENGINEERING&CONSTRUCTION+VIETNAM+(DECV)+HA+NOI+Vietnam,4.1,,
DAEWOO INVESTMENT & DEVELOPMENT,"Room 1509A, 15th floor, CharmVit tower – 117 Tran Duy Hung Str., Cau Giay Dist., Ha Noi",HA NOI,+842438315219,법무.회계.투자자문,https://www.google.com/maps/search/DAEWOO+INVESTMENT+&+DEVELOPMENT+HA+NOI+Vietnam,4.6,,
"DAEYANG BG CO.,LTD","Lo CN -17 (Thue nha xuong cua cong ty TNHH S CONNECT BG VINA), KCN Van Trung, Van Trung, Viet Yen, Bac Giang",BAC GIANG,+842046268068,"전자, 전기 제조업","https://www.google.com/maps/search/DAEYANG+BG+CO.,LTD+BAC+GIANG+Vietnam",3.8,,
